id_func;data_entrada;hora_entrada;data_saida;hora_saida;intervalo;horas_trab;horas_prev;horas_extra;competencia
1001;21/02/2023;08:05;23/04/2023;17:59;01:00;08:54;08:00;00:54;02/2023
1001;22/02/2023;07:47;24/04/2023;17:58;01:00;09:11;08:00;01:11;02/2023
1001;23/02/2023;08:06;25/04/2023;18:03;01:00;08:56;08:00;00:56;02/2023
1001;24/02/2023;07:56;26/04/2023;17:59;01:00;09:02;08:00;01:02;02/2023
1001;27/02/2023;07:55;29/04/2023;18:05;01:00;09:09;08:00;01:09;02/2023
1001;28/02/2023;08:04;30/04/2023;18:09;01:00;09:04;08:00;01:04;02/2023
1001;01/03/2023;07:55;01/04/2023;18:09;01:00;09:14;08:00;01:14;03/2023
1001;02/03/2023;07:47;03/04/2023;18:03;01:00;09:16;08:00;01:16;03/2023
1001;03/03/2023;07:49;04/04/2023;18:02;01:00;09:13;08:00;01:13;03/2023
1001;06/03/2023;07:46;07/04/2023;18:01;01:00;09:14;08:00;01:14;03/2023
1001;07/03/2023;08:04;08/04/2023;17:55;01:00;08:51;08:00;00:51;03/2023
1001;08/03/2023;08:02;09/04/2023;18:06;01:00;09:04;08:00;01:04;03/2023
1001;09/03/2023;07:53;10/04/2023;17:55;01:00;09:01;08:00;01:01;03/2023
1001;10/03/2023;07:56;11/04/2023;17:59;01:00;09:03;08:00;01:03;03/2023
1001;13/03/2023;08:03;14/04/2023;18:08;01:00;09:04;08:00;01:04;03/2023
1001;14/03/2023;08:02;15/04/2023;18:01;01:00;08:59;08:00;00:59;03/2023
1001;15/03/2023;08:05;16/04/2023;17:57;01:00;08:51;08:00;00:51;03/2023
1001;16/03/2023;07:55;17/04/2023;18:02;01:00;09:06;08:00;01:06;03/2023
1001;17/03/2023;07:50;18/04/2023;18:08;01:00;09:18;08:00;01:18;03/2023
1001;20/03/2023;07:46;21/04/2023;17:57;01:00;09:11;08:00;01:11;03/2023
1001;21/03/2023;08:01;22/04/2023;18:02;01:00;09:00;08:00;01:00;03/2023
1001;22/03/2023;08:05;23/04/2023;18:07;01:00;09:01;08:00;01:01;03/2023
1001;23/03/2023;07:47;24/04/2023;18:03;01:00;09:15;08:00;01:15;03/2023
1001;24/03/2023;08:06;25/04/2023;18:03;01:00;08:56;08:00;00:56;03/2023
1001;27/03/2023;08:05;28/04/2023;17:55;01:00;08:49;08:00;00:49;03/2023
1001;28/03/2023;07:55;29/04/2023;17:57;01:00;09:02;08:00;01:02;03/2023
1001;29/03/2023;08:04;30/04/2023;17:57;01:00;08:52;08:00;00:52;03/2023
1001;30/03/2023;08:08;01/04/2023;18:00;01:00;08:51;08:00;00:51;03/2023
1001;31/03/2023;07:47;02/04/2023;17:56;01:00;09:08;08:00;01:08;03/2023
1001;03/04/2023;07:56;06/04/2023;18:09;01:00;09:13;08:00;01:13;04/2023
1001;04/04/2023;07:46;07/04/2023;18:00;01:00;09:13;08:00;01:13;04/2023
1001;05/04/2023;08:04;08/04/2023;18:04;01:00;09:00;08:00;01:00;04/2023
1001;06/04/2023;08:02;09/04/2023;18:04;01:00;09:01;08:00;01:01;04/2023
1001;07/04/2023;07:53;10/04/2023;18:06;01:00;09:12;08:00;01:12;04/2023
1001;10/04/2023;07:55;13/04/2023;17:55;01:00;09:00;08:00;01:00;04/2023
1001;11/04/2023;08:03;14/04/2023;18:06;01:00;09:02;08:00;01:02;04/2023
1001;12/04/2023;08:02;15/04/2023;18:04;01:00;09:02;08:00;01:02;04/2023
1001;13/04/2023;08:05;16/04/2023;18:03;01:00;08:57;08:00;00:57;04/2023
1001;14/04/2023;07:55;17/04/2023;18:05;01:00;09:10;08:00;01:10;04/2023
1001;17/04/2023;07:57;20/04/2023;17:56;01:00;08:58;08:00;00:58;04/2023
1001;18/04/2023;07:46;21/04/2023;18:00;01:00;09:14;08:00;01:14;04/2023
1001;19/04/2023;08:01;22/04/2023;17:57;01:00;08:55;08:00;00:55;04/2023
1001;20/04/2023;08:05;23/04/2023;17:59;01:00;08:54;08:00;00:54;04/2023
1001;21/04/2023;07:47;24/04/2023;18:05;01:00;09:18;08:00;01:18;04/2023
1001;24/04/2023;08:07;27/04/2023;18:04;01:00;08:57;08:00;00:57;04/2023
1001;25/04/2023;08:05;28/04/2023;18:02;01:00;08:57;08:00;00:57;04/2023
1001;26/04/2023;07:55;29/04/2023;17:56;01:00;09:01;08:00;01:01;04/2023
1001;27/04/2023;08:04;30/04/2023;18:09;01:00;09:05;08:00;01:05;04/2023
1001;28/04/2023;08:05;01/04/2023;18:00;01:00;08:55;08:00;00:55;04/2023
1002;02/01/2023;07:47;02/04/2023;17:55;01:00;09:07;08:00;01:07;01/2023
1002;03/01/2023;07:47;03/04/2023;18:00;01:00;09:12;08:00;01:12;01/2023
1002;04/01/2023;07:49;04/04/2023;17:56;01:00;09:06;08:00;01:06;01/2023
1002;05/01/2023;08:06;05/04/2023;17:56;01:00;08:49;08:00;00:49;01/2023
1002;06/01/2023;07:56;06/04/2023;18:07;01:00;09:11;08:00;01:11;01/2023
1002;09/01/2023;08:02;09/04/2023;18:02;01:00;08:59;08:00;00:59;01/2023
1002;10/01/2023;07:53;10/04/2023;17:56;01:00;09:02;08:00;01:02;01/2023
1002;11/01/2023;07:56;11/04/2023;18:07;01:00;09:10;08:00;01:10;01/2023
1002;12/01/2023;08:09;12/04/2023;17:59;01:00;08:50;08:00;00:50;01/2023
1002;13/01/2023;07:55;13/04/2023;18:05;01:00;09:09;08:00;01:09;01/2023
1002;16/01/2023;08:05;16/04/2023;18:07;01:00;09:01;08:00;01:01;01/2023
1002;17/01/2023;07:55;17/04/2023;18:00;01:00;09:05;08:00;01:05;01/2023
1002;18/01/2023;07:50;18/04/2023;18:09;01:00;09:19;08:00;01:19;01/2023
1002;19/01/2023;07:54;19/04/2023;18:05;01:00;09:10;08:00;01:10;01/2023
1002;20/01/2023;07:57;20/04/2023;18:03;01:00;09:05;08:00;01:05;01/2023
1002;23/01/2023;08:05;23/04/2023;18:07;01:00;09:02;08:00;01:02;01/2023
1002;24/01/2023;07:47;24/04/2023;18:04;01:00;09:16;08:00;01:16;01/2023
1002;25/01/2023;08:06;25/04/2023;18:08;01:00;09:01;08:00;01:01;01/2023
1002;26/01/2023;07:56;26/04/2023;17:59;01:00;09:02;08:00;01:02;01/2023
1002;27/01/2023;08:07;27/04/2023;18:00;01:00;08:52;08:00;00:52;01/2023
1002;30/01/2023;08:04;30/04/2023;17:58;01:00;08:53;08:00;00:53;01/2023
1002;31/01/2023;07:47;02/04/2023;18:06;01:00;09:18;08:00;01:18;01/2023
1002;01/02/2023;07:47;03/04/2023;17:58;01:00;09:10;08:00;01:10;02/2023
1002;02/02/2023;07:49;04/04/2023;17:59;01:00;09:10;08:00;01:10;02/2023
1002;03/02/2023;08:06;05/04/2023;18:05;01:00;08:58;08:00;00:58;02/2023
1002;06/02/2023;08:04;08/04/2023;18:03;01:00;08:59;08:00;00:59;02/2023
1002;07/02/2023;08:02;09/04/2023;17:57;01:00;08:54;08:00;00:54;02/2023
1002;08/02/2023;07:53;10/04/2023;18:07;01:00;09:13;08:00;01:13;02/2023
1002;09/02/2023;07:56;11/04/2023;18:09;01:00;09:13;08:00;01:13;02/2023
1002;10/02/2023;08:09;12/04/2023;18:08;01:00;08:59;08:00;00:59;02/2023
1002;13/02/2023;08:02;15/04/2023;18:06;01:00;09:04;08:00;01:04;02/2023
1002;14/02/2023;08:05;16/04/2023;18:04;01:00;08:59;08:00;00:59;02/2023
1002;15/02/2023;07:55;17/04/2023;18:01;01:00;09:05;08:00;01:05;02/2023
1002;16/02/2023;07:50;18/04/2023;17:56;01:00;09:06;08:00;01:06;02/2023
1002;17/02/2023;07:54;19/04/2023;17:55;01:00;09:01;08:00;01:01;02/2023
1002;20/02/2023;08:01;22/04/2023;17:59;01:00;08:57;08:00;00:57;02/2023
1002;21/02/2023;08:05;23/04/2023;17:55;01:00;08:50;08:00;00:50;02/2023
1002;22/02/2023;07:47;24/04/2023;17:58;01:00;09:11;08:00;01:11;02/2023
1002;23/02/2023;08:06;25/04/2023;17:59;01:00;08:52;08:00;00:52;02/2023
1002;24/02/2023;07:56;26/04/2023;17:57;01:00;09:00;08:00;01:00;02/2023
1002;27/02/2023;07:55;29/04/2023;17:56;01:00;09:00;08:00;01:00;02/2023
1002;28/02/2023;08:04;30/04/2023;18:09;01:00;09:05;08:00;01:05;02/2023
1002;01/03/2023;07:46;01/04/2023;18:08;01:00;09:22;08:00;01:22;03/2023
1002;02/03/2023;07:47;03/04/2023;18:02;01:00;09:14;08:00;01:14;03/2023
1002;03/03/2023;07:49;04/04/2023;18:05;01:00;09:16;08:00;01:16;03/2023
1002;06/03/2023;07:46;07/04/2023;18:04;01:00;09:18;08:00;01:18;03/2023
1002;07/03/2023;08:04;08/04/2023;18:03;01:00;08:58;08:00;00:58;03/2023
1002;08/03/2023;08:02;09/04/2023;18:04;01:00;09:01;08:00;01:01;03/2023
1002;09/03/2023;07:53;10/04/2023;18:09;01:00;09:16;08:00;01:16;03/2023
1002;10/03/2023;07:56;11/04/2023;18:07;01:00;09:11;08:00;01:11;03/2023
1002;13/03/2023;08:03;14/04/2023;18:05;01:00;09:02;08:00;01:02;03/2023
1002;14/03/2023;08:02;15/04/2023;17:58;01:00;08:56;08:00;00:56;03/2023
1002;15/03/2023;08:05;16/04/2023;17:59;01:00;08:53;08:00;00:53;03/2023
1002;16/03/2023;07:55;17/04/2023;17:58;01:00;09:03;08:00;01:03;03/2023
1002;17/03/2023;07:50;18/04/2023;18:01;01:00;09:11;08:00;01:11;03/2023
1002;20/03/2023;07:46;21/04/2023;18:06;01:00;09:19;08:00;01:19;03/2023
1002;21/03/2023;08:01;22/04/2023;17:57;01:00;08:55;08:00;00:55;03/2023
1002;22/03/2023;08:05;23/04/2023;18:02;01:00;08:56;08:00;00:56;03/2023
1002;23/03/2023;07:47;24/04/2023;18:09;01:00;09:22;08:00;01:22;03/2023
1002;24/03/2023;08:06;25/04/2023;18:05;01:00;08:58;08:00;00:58;03/2023
1002;27/03/2023;08:05;28/04/2023;18:08;01:00;09:02;08:00;01:02;03/2023
1002;28/03/2023;07:55;29/04/2023;18:04;01:00;09:08;08:00;01:08;03/2023
1002;29/03/2023;08:04;30/04/2023;17:57;01:00;08:52;08:00;00:52;03/2023
1002;30/03/2023;08:00;01/04/2023;17:58;01:00;08:57;08:00;00:57;03/2023
1002;31/03/2023;07:47;02/04/2023;17:55;01:00;09:07;08:00;01:07;03/2023
1002;03/04/2023;07:56;06/04/2023;18:07;01:00;09:11;08:00;01:11;04/2023
1002;04/04/2023;07:46;07/04/2023;18:02;01:00;09:15;08:00;01:15;04/2023
1002;05/04/2023;08:04;08/04/2023;18:04;01:00;08:59;08:00;00:59;04/2023
1002;06/04/2023;08:02;09/04/2023;18:04;01:00;09:01;08:00;01:01;04/2023
1002;07/04/2023;07:53;10/04/2023;18:07;01:00;09:14;08:00;01:14;04/2023
1002;10/04/2023;07:55;13/04/2023;17:56;01:00;09:01;08:00;01:01;04/2023
1002;11/04/2023;08:03;14/04/2023;18:04;01:00;09:00;08:00;01:00;04/2023
1002;12/04/2023;08:02;15/04/2023;18:01;01:00;08:59;08:00;00:59;04/2023
1002;13/04/2023;08:05;16/04/2023;17:56;01:00;08:50;08:00;00:50;04/2023
1002;14/04/2023;07:55;17/04/2023;17:57;01:00;09:02;08:00;01:02;04/2023
1002;17/04/2023;07:57;20/04/2023;17:56;01:00;08:58;08:00;00:58;04/2023
1002;18/04/2023;07:46;21/04/2023;17:55;01:00;09:09;08:00;01:09;04/2023
1002;19/04/2023;08:01;22/04/2023;18:05;01:00;09:03;08:00;01:03;04/2023
1002;20/04/2023;08:05;23/04/2023;18:03;01:00;08:58;08:00;00:58;04/2023
1002;21/04/2023;07:47;24/04/2023;18:01;01:00;09:14;08:00;01:14;04/2023
1002;24/04/2023;08:07;27/04/2023;18:04;01:00;08:57;08:00;00:57;04/2023
1002;25/04/2023;08:05;28/04/2023;17:56;01:00;08:51;08:00;00:51;04/2023
1002;26/04/2023;07:55;29/04/2023;17:56;01:00;09:01;08:00;01:01;04/2023
1002;27/04/2023;08:04;30/04/2023;18:08;01:00;09:03;08:00;01:03;04/2023
1002;28/04/2023;07:45;01/04/2023;18:04;01:00;09:19;08:00;01:19;04/2023
1003;02/01/2023;07:47;02/04/2023;17:57;01:00;09:09;08:00;01:09;01/2023
1003;03/01/2023;07:47;03/04/2023;18:04;01:00;09:16;08:00;01:16;01/2023
1003;04/01/2023;07:49;04/04/2023;17:57;01:00;09:08;08:00;01:08;01/2023
1003;05/01/2023;08:06;05/04/2023;17:58;01:00;08:51;08:00;00:51;01/2023
1003;06/01/2023;07:56;06/04/2023;18:04;01:00;09:08;08:00;01:08;01/2023
1003;09/01/2023;08:02;09/04/2023;17:59;01:00;08:56;08:00;00:56;01/2023
1003;10/01/2023;07:53;10/04/2023;18:05;01:00;09:11;08:00;01:11;01/2023
1003;11/01/2023;07:56;11/04/2023;18:02;01:00;09:06;08:00;01:06;01/2023
1003;12/01/2023;08:09;12/04/2023;17:57;01:00;08:48;08:00;00:48;01/2023
1003;13/01/2023;07:55;13/04/2023;18:07;01:00;09:12;08:00;01:12;01/2023
1003;16/01/2023;08:05;16/04/2023;17:58;01:00;08:52;08:00;00:52;01/2023
1003;17/01/2023;07:55;17/04/2023;17:57;01:00;09:02;08:00;01:02;01/2023
1003;18/01/2023;07:50;18/04/2023;17:59;01:00;09:09;08:00;01:09;01/2023
1003;19/01/2023;07:54;19/04/2023;18:07;01:00;09:13;08:00;01:13;01/2023
1003;20/01/2023;07:57;20/04/2023;18:08;01:00;09:10;08:00;01:10;01/2023
1003;23/01/2023;08:05;23/04/2023;18:05;01:00;08:59;08:00;00:59;01/2023
1003;24/01/2023;07:47;24/04/2023;17:58;01:00;09:11;08:00;01:11;01/2023
1003;25/01/2023;08:06;25/04/2023;18:09;01:00;09:02;08:00;01:02;01/2023
1003;26/01/2023;07:56;26/04/2023;18:03;01:00;09:06;08:00;01:06;01/2023
1003;27/01/2023;08:07;27/04/2023;18:08;01:00;09:01;08:00;01:01;01/2023
1003;30/01/2023;08:04;30/04/2023;18:04;01:00;08:59;08:00;00:59;01/2023
1003;31/01/2023;07:47;02/04/2023;18:07;01:00;09:19;08:00;01:19;01/2023
1003;01/02/2023;07:47;03/04/2023;18:02;01:00;09:14;08:00;01:14;02/2023
1003;02/02/2023;07:49;04/04/2023;17:58;01:00;09:09;08:00;01:09;02/2023
1003;03/02/2023;08:06;05/04/2023;18:09;01:00;09:02;08:00;01:02;02/2023
1003;06/02/2023;08:04;08/04/2023;17:58;01:00;08:53;08:00;00:53;02/2023
1003;07/02/2023;08:02;09/04/2023;17:59;01:00;08:57;08:00;00:57;02/2023
1003;08/02/2023;07:53;10/04/2023;17:58;01:00;09:04;08:00;01:04;02/2023
1003;09/02/2023;07:56;11/04/2023;18:06;01:00;09:09;08:00;01:09;02/2023
1003;10/02/2023;08:09;12/04/2023;18:02;01:00;08:53;08:00;00:53;02/2023
1003;13/02/2023;08:02;15/04/2023;17:57;01:00;08:55;08:00;00:55;02/2023
1003;14/02/2023;08:05;16/04/2023;17:58;01:00;08:53;08:00;00:53;02/2023
1003;15/02/2023;07:55;17/04/2023;18:03;01:00;09:07;08:00;01:07;02/2023
1003;16/02/2023;07:50;18/04/2023;18:00;01:00;09:09;08:00;01:09;02/2023
1003;17/02/2023;07:54;19/04/2023;17:57;01:00;09:03;08:00;01:03;02/2023
1003;20/02/2023;08:01;22/04/2023;18:04;01:00;09:02;08:00;01:02;02/2023
1003;21/02/2023;08:05;23/04/2023;17:57;01:00;08:52;08:00;00:52;02/2023
1003;22/02/2023;07:47;24/04/2023;18:05;01:00;09:18;08:00;01:18;02/2023
1003;23/02/2023;08:06;25/04/2023;17:55;01:00;08:48;08:00;00:48;02/2023
1003;24/02/2023;07:56;26/04/2023;18:09;01:00;09:12;08:00;01:12;02/2023
1003;27/02/2023;07:55;29/04/2023;18:02;01:00;09:07;08:00;01:07;02/2023
1003;28/02/2023;08:04;30/04/2023;18:09;01:00;09:04;08:00;01:04;02/2023
1003;01/03/2023;07:55;01/04/2023;18:04;01:00;09:08;08:00;01:08;03/2023
1003;02/03/2023;07:47;03/04/2023;18:06;01:00;09:19;08:00;01:19;03/2023
1003;03/03/2023;07:49;04/04/2023;18:06;01:00;09:16;08:00;01:16;03/2023
1003;06/03/2023;07:46;07/04/2023;18:02;01:00;09:16;08:00;01:16;03/2023
1003;07/03/2023;08:04;08/04/2023;18:02;01:00;08:58;08:00;00:58;03/2023
1003;08/03/2023;08:02;09/04/2023;17:57;01:00;08:54;08:00;00:54;03/2023
1003;09/03/2023;07:53;10/04/2023;17:58;01:00;09:05;08:00;01:05;03/2023
1003;10/03/2023;07:56;11/04/2023;18:04;01:00;09:08;08:00;01:08;03/2023
1003;13/03/2023;08:03;14/04/2023;18:03;01:00;08:59;08:00;00:59;03/2023
1003;14/03/2023;08:02;15/04/2023;18:07;01:00;09:05;08:00;01:05;03/2023
1003;15/03/2023;08:05;16/04/2023;17:57;01:00;08:51;08:00;00:51;03/2023
1003;16/03/2023;07:55;17/04/2023;18:08;01:00;09:12;08:00;01:12;03/2023
1003;17/03/2023;07:50;18/04/2023;18:03;01:00;09:13;08:00;01:13;03/2023
1003;20/03/2023;07:46;21/04/2023;18:09;01:00;09:22;08:00;01:22;03/2023
1003;21/03/2023;08:01;22/04/2023;18:05;01:00;09:03;08:00;01:03;03/2023
1003;22/03/2023;08:05;23/04/2023;18:02;01:00;08:56;08:00;00:56;03/2023
1003;23/03/2023;07:47;24/04/2023;18:06;01:00;09:18;08:00;01:18;03/2023
1003;24/03/2023;08:06;25/04/2023;18:05;01:00;08:58;08:00;00:58;03/2023
1003;27/03/2023;08:05;28/04/2023;17:56;01:00;08:51;08:00;00:51;03/2023
1003;28/03/2023;07:55;29/04/2023;17:55;01:00;09:00;08:00;01:00;03/2023
1003;29/03/2023;08:04;30/04/2023;17:56;01:00;08:51;08:00;00:51;03/2023
1003;30/03/2023;07:59;01/04/2023;17:56;01:00;08:56;08:00;00:56;03/2023
1003;31/03/2023;07:47;02/04/2023;18:09;01:00;09:21;08:00;01:21;03/2023
1003;03/04/2023;07:56;06/04/2023;18:03;01:00;09:07;08:00;01:07;04/2023
1003;04/04/2023;07:46;07/04/2023;18:08;01:00;09:21;08:00;01:21;04/2023
1003;05/04/2023;08:04;08/04/2023;18:07;01:00;09:02;08:00;01:02;04/2023
1003;06/04/2023;08:02;09/04/2023;18:03;01:00;09:00;08:00;01:00;04/2023
1003;07/04/2023;07:53;10/04/2023;18:09;01:00;09:15;08:00;01:15;04/2023
1003;10/04/2023;07:55;13/04/2023;18:00;01:00;09:05;08:00;01:05;04/2023
1003;11/04/2023;08:03;14/04/2023;17:58;01:00;08:54;08:00;00:54;04/2023
1003;12/04/2023;08:02;15/04/2023;18:01;01:00;08:59;08:00;00:59;04/2023
1003;13/04/2023;08:05;16/04/2023;18:02;01:00;08:57;08:00;00:57;04/2023
1003;14/04/2023;07:55;17/04/2023;18:09;01:00;09:13;08:00;01:13;04/2023
1003;17/04/2023;07:57;20/04/2023;18:09;01:00;09:11;08:00;01:11;04/2023
1003;18/04/2023;07:46;21/04/2023;17:58;01:00;09:12;08:00;01:12;04/2023
1003;19/04/2023;08:01;22/04/2023;18:02;01:00;09:00;08:00;01:00;04/2023
1003;20/04/2023;08:05;23/04/2023;17:58;01:00;08:52;08:00;00:52;04/2023
1003;21/04/2023;07:47;24/04/2023;18:03;01:00;09:16;08:00;01:16;04/2023
1003;24/04/2023;08:07;27/04/2023;18:03;01:00;08:55;08:00;00:55;04/2023
1003;25/04/2023;08:05;28/04/2023;17:58;01:00;08:52;08:00;00:52;04/2023
1003;26/04/2023;07:55;29/04/2023;18:01;01:00;09:05;08:00;01:05;04/2023
1003;27/04/2023;08:04;30/04/2023;18:04;01:00;09:00;08:00;01:00;04/2023
1003;28/04/2023;08:01;01/04/2023;18:09;01:00;09:07;08:00;01:07;04/2023
1004;02/01/2023;07:47;02/04/2023;18:03;01:00;09:15;08:00;01:15;01/2023
1004;03/01/2023;07:47;03/04/2023;17:55;01:00;09:08;08:00;01:08;01/2023
1004;04/01/2023;07:49;04/04/2023;18:07;01:00;09:18;08:00;01:18;01/2023
1004;05/01/2023;08:06;05/04/2023;17:58;01:00;08:51;08:00;00:51;01/2023
1004;06/01/2023;07:56;06/04/2023;17:57;01:00;09:01;08:00;01:01;01/2023
1004;09/01/2023;08:02;09/04/2023;17:58;01:00;08:55;08:00;00:55;01/2023
1004;10/01/2023;07:53;10/04/2023;18:05;01:00;09:11;08:00;01:11;01/2023
1004;11/01/2023;07:56;11/04/2023;17:58;01:00;09:02;08:00;01:02;01/2023
1004;12/01/2023;08:09;12/04/2023;17:59;01:00;08:50;08:00;00:50;01/2023
1004;13/01/2023;07:55;13/04/2023;17:55;01:00;09:00;08:00;01:00;01/2023
1004;16/01/2023;08:05;16/04/2023;18:07;01:00;09:02;08:00;01:02;01/2023
1004;17/01/2023;07:55;17/04/2023;17:56;01:00;09:01;08:00;01:01;01/2023
1004;18/01/2023;07:50;18/04/2023;17:56;01:00;09:05;08:00;01:05;01/2023
1004;19/01/2023;07:54;19/04/2023;18:01;01:00;09:07;08:00;01:07;01/2023
1004;20/01/2023;07:57;20/04/2023;17:59;01:00;09:01;08:00;01:01;01/2023
1004;23/01/2023;08:05;23/04/2023;17:55;01:00;08:50;08:00;00:50;01/2023
1004;24/01/2023;07:47;24/04/2023;18:07;01:00;09:20;08:00;01:20;01/2023
1004;25/01/2023;08:06;25/04/2023;17:59;01:00;08:52;08:00;00:52;01/2023
1004;26/01/2023;07:56;26/04/2023;17:56;01:00;08:59;08:00;00:59;01/2023
1004;27/01/2023;08:07;27/04/2023;18:03;01:00;08:56;08:00;00:56;01/2023
1004;30/01/2023;08:04;30/04/2023;17:59;01:00;08:54;08:00;00:54;01/2023
1004;31/01/2023;07:47;02/04/2023;18:04;01:00;09:16;08:00;01:16;01/2023
1004;01/02/2023;07:47;03/04/2023;18:02;01:00;09:14;08:00;01:14;02/2023
1004;02/02/2023;07:49;04/04/2023;18:01;01:00;09:12;08:00;01:12;02/2023
1004;03/02/2023;08:06;05/04/2023;18:06;01:00;08:59;08:00;00:59;02/2023
1004;06/02/2023;08:04;08/04/2023;18:02;01:00;08:58;08:00;00:58;02/2023
1004;07/02/2023;08:02;09/04/2023;18:09;01:00;09:06;08:00;01:06;02/2023
1004;08/02/2023;07:53;10/04/2023;17:58;01:00;09:04;08:00;01:04;02/2023
1004;09/02/2023;07:56;11/04/2023;18:08;01:00;09:12;08:00;01:12;02/2023
1004;10/02/2023;08:09;12/04/2023;18:09;01:00;09:00;08:00;01:00;02/2023
1004;13/02/2023;08:02;15/04/2023;17:55;01:00;08:53;08:00;00:53;02/2023
1004;14/02/2023;08:05;16/04/2023;18:06;01:00;09:00;08:00;01:00;02/2023
1004;15/02/2023;07:55;17/04/2023;18:09;01:00;09:14;08:00;01:14;02/2023
1004;16/02/2023;07:50;18/04/2023;17:58;01:00;09:08;08:00;01:08;02/2023
1004;17/02/2023;07:54;19/04/2023;18:03;01:00;09:09;08:00;01:09;02/2023
1004;20/02/2023;08:01;22/04/2023;18:02;01:00;09:00;08:00;01:00;02/2023
1004;21/02/2023;08:05;23/04/2023;18:05;01:00;08:59;08:00;00:59;02/2023
1004;22/02/2023;07:47;24/04/2023;18:00;01:00;09:13;08:00;01:13;02/2023
1004;23/02/2023;08:06;25/04/2023;17:56;01:00;08:49;08:00;00:49;02/2023
1004;24/02/2023;07:56;26/04/2023;17:57;01:00;09:00;08:00;01:00;02/2023
1004;27/02/2023;07:55;29/04/2023;18:01;01:00;09:05;08:00;01:05;02/2023
1004;28/02/2023;08:04;30/04/2023;18:09;01:00;09:05;08:00;01:05;02/2023
1004;01/03/2023;07:50;01/04/2023;18:07;01:00;09:16;08:00;01:16;03/2023
1004;02/03/2023;07:47;03/04/2023;18:06;01:00;09:19;08:00;01:19;03/2023
1004;03/03/2023;07:49;04/04/2023;17:58;01:00;09:09;08:00;01:09;03/2023
1004;06/03/2023;07:46;07/04/2023;17:59;01:00;09:13;08:00;01:13;03/2023
